               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.016316,           0.0077539,           0.0011919,             0.87099,             0.86813,             0.90036,             0.65385,             0.01987,           0.0069402,             0.00223,            0.002377,            0.002377,            0.002377
                 156,            0.016688,           0.0075797,          0.00099338,             0.86743,             0.85116,             0.88969,             0.64667,            0.020351,           0.0068785,           0.0025122,           0.0023275,           0.0023275,           0.0023275
                 157,            0.016757,           0.0078375,           0.0010643,             0.83831,             0.89169,             0.89541,             0.65054,            0.020048,           0.0069631,           0.0024211,            0.002278,            0.002278,            0.002278
                 158,            0.016562,           0.0076318,            0.001082,             0.88541,             0.86785,             0.89782,             0.65099,            0.019936,           0.0069838,           0.0026864,           0.0022285,           0.0022285,           0.0022285
                 159,            0.016626,           0.0077255,          0.00075242,             0.85973,             0.87269,             0.89671,             0.64627,            0.020529,            0.007183,           0.0024299,            0.002179,            0.002179,            0.002179
                 160,            0.016256,           0.0079527,          0.00079232,             0.85984,             0.86798,             0.89509,             0.64718,            0.021097,           0.0071568,           0.0022483,           0.0021295,           0.0021295,           0.0021295
                 161,             0.01619,           0.0076173,          0.00090809,              0.8062,             0.93785,             0.90111,              0.6566,            0.020188,           0.0069863,           0.0025434,             0.00208,             0.00208,             0.00208
                 162,            0.016114,           0.0077076,          0.00081782,             0.87904,             0.84466,             0.89655,             0.64225,            0.020354,           0.0071289,            0.002616,           0.0020305,           0.0020305,           0.0020305
                 163,             0.01574,           0.0076203,          0.00082178,             0.91516,              0.8808,             0.91541,             0.66103,             0.02033,           0.0070942,            0.002463,            0.001981,            0.001981,            0.001981
                 164,            0.015769,           0.0078193,          0.00079237,             0.89935,             0.86706,             0.89918,             0.66087,            0.019924,           0.0069085,           0.0027101,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016267,           0.0078255,          0.00083958,             0.85793,             0.87471,              0.8939,             0.65605,            0.020078,           0.0070157,           0.0026464,            0.001882,            0.001882,            0.001882
                 166,            0.016108,           0.0075674,          0.00070807,             0.87668,             0.85152,             0.89467,             0.64621,            0.020549,           0.0069259,           0.0028033,           0.0018325,           0.0018325,           0.0018325
                 167,            0.015505,           0.0075255,          0.00075954,             0.84433,             0.91805,               0.905,             0.65569,            0.020614,           0.0069956,            0.002662,            0.001783,            0.001783,            0.001783
                 168,            0.015551,            0.007582,          0.00083196,              0.8547,             0.87089,             0.89871,             0.64844,             0.02037,           0.0071143,           0.0026499,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015729,           0.0078186,          0.00077198,             0.81125,             0.91141,             0.89422,              0.6543,            0.020504,           0.0071811,           0.0025148,            0.001684,            0.001684,            0.001684
                 170,            0.015901,           0.0074244,          0.00079365,             0.87493,             0.86997,             0.90174,             0.65884,            0.020343,           0.0070796,           0.0025727,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015666,           0.0075692,          0.00070701,             0.87931,             0.86167,             0.90125,             0.66391,            0.019943,           0.0068926,           0.0026337,            0.001585,            0.001585,            0.001585
                 172,            0.016147,           0.0072505,          0.00069554,              0.8842,             0.86181,             0.90077,             0.65872,            0.020131,           0.0070287,           0.0026578,           0.0015355,           0.0015355,           0.0015355
                 173,            0.015419,           0.0079531,          0.00072969,              0.8858,             0.85846,             0.89959,             0.66019,            0.020112,           0.0071144,           0.0026381,            0.001486,            0.001486,            0.001486
                 174,            0.015259,           0.0075734,          0.00082688,             0.87829,             0.85978,             0.89967,             0.66378,                0.02,           0.0070176,           0.0023934,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015374,           0.0072848,          0.00085819,             0.88243,             0.86568,             0.89796,             0.65686,            0.019724,           0.0070962,           0.0025097,            0.001387,            0.001387,            0.001387
                 176,            0.015456,           0.0072396,           0.0008823,             0.88771,             0.86394,             0.89977,             0.65955,             0.01984,            0.007086,           0.0025077,           0.0013375,           0.0013375,           0.0013375
                 177,            0.015387,           0.0072669,          0.00072377,             0.88707,             0.86833,             0.90272,             0.66212,             0.02004,           0.0070588,           0.0024712,            0.001288,            0.001288,            0.001288
                 178,            0.015378,           0.0075523,          0.00069307,             0.87571,             0.87224,             0.90384,             0.66082,            0.019671,           0.0070582,           0.0022562,           0.0012385,           0.0012385,           0.0012385
                 179,            0.015128,           0.0074546,          0.00080626,             0.92085,             0.86238,             0.90287,             0.65484,            0.019946,           0.0070569,            0.002279,            0.001189,            0.001189,            0.001189
                 180,            0.015033,           0.0073501,          0.00070952,             0.91597,             0.85434,             0.90139,             0.65436,            0.020314,           0.0070425,           0.0024156,           0.0011395,           0.0011395,           0.0011395
                 181,            0.014762,           0.0075275,          0.00061513,             0.91413,             0.84496,             0.90459,             0.66431,            0.019762,             0.00707,             0.00231,             0.00109,             0.00109,             0.00109
                 182,            0.014967,           0.0075266,          0.00077269,             0.90683,             0.84854,             0.90675,             0.66152,             0.02004,           0.0069534,           0.0023303,           0.0010405,           0.0010405,           0.0010405
                 183,            0.014849,           0.0069886,          0.00093875,             0.88047,             0.86517,             0.90692,             0.65673,            0.019779,           0.0069161,           0.0023931,            0.000991,            0.000991,            0.000991
                 184,            0.015123,           0.0070953,          0.00072378,              0.9243,             0.85583,              0.9077,             0.65901,            0.019812,            0.006925,           0.0021634,           0.0009415,           0.0009415,           0.0009415
                 185,            0.014954,           0.0073682,          0.00083667,             0.91864,             0.85817,             0.90786,             0.65899,            0.019931,           0.0069853,           0.0021859,            0.000892,            0.000892,            0.000892
                 186,            0.014509,           0.0072901,          0.00074374,              0.8911,             0.84604,             0.90055,             0.64941,            0.020119,           0.0070425,           0.0022956,           0.0008425,           0.0008425,           0.0008425
                 187,            0.014717,           0.0073687,          0.00056081,             0.86107,             0.86283,             0.90398,             0.65505,            0.020122,            0.007034,           0.0024332,            0.000793,            0.000793,            0.000793
                 188,            0.014647,           0.0071928,          0.00067644,             0.91698,             0.83827,             0.90505,             0.65401,            0.020116,             0.00712,           0.0026471,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014579,           0.0074742,          0.00064023,             0.91255,             0.86604,             0.90776,             0.66027,            0.019884,           0.0071157,           0.0027356,            0.000694,            0.000694,            0.000694
                 190,            0.014334,           0.0071292,          0.00065874,             0.91997,             0.85828,             0.90688,             0.65704,             0.01974,           0.0070792,           0.0026098,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014462,           0.0074536,          0.00053054,             0.88226,             0.85122,             0.90001,             0.65943,            0.019881,           0.0071427,           0.0024197,            0.000595,            0.000595,            0.000595
                 192,            0.014552,           0.0072587,          0.00065096,             0.88538,             0.84906,             0.89601,             0.64774,            0.019902,           0.0072196,           0.0025477,           0.0005455,           0.0005455,           0.0005455
                 193,            0.014131,           0.0070106,          0.00069324,             0.88316,             0.85251,             0.89698,             0.65518,            0.019834,           0.0071444,           0.0025062,            0.000496,            0.000496,            0.000496
                 194,            0.014068,           0.0073508,          0.00059558,             0.86895,             0.86479,             0.89731,             0.65511,            0.019892,           0.0071036,           0.0024621,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014155,           0.0071296,          0.00056634,             0.87387,             0.86347,             0.89619,             0.65845,            0.019828,            0.007077,           0.0024139,            0.000397,            0.000397,            0.000397
                 196,            0.013807,           0.0070982,           0.0006367,             0.87864,             0.86269,             0.89469,             0.66094,            0.019707,           0.0070535,           0.0024001,           0.0003475,           0.0003475,           0.0003475
                 197,            0.013943,           0.0070918,          0.00055909,             0.87691,             0.86709,               0.896,             0.66004,            0.019646,           0.0070729,           0.0024324,            0.000298,            0.000298,            0.000298
                 198,            0.013952,           0.0071677,          0.00063853,              0.8728,             0.86637,             0.89722,             0.65864,            0.019637,           0.0070474,           0.0024003,           0.0002485,           0.0002485,           0.0002485
                 199,            0.013877,           0.0067762,          0.00058424,             0.86795,             0.86857,             0.90085,             0.66098,            0.019662,           0.0070784,           0.0023917,            0.000199,            0.000199,            0.000199
